Company Name,Index_type,Sector,Industry,Symbol,P/E,MarketCap
Ratnamani Metals & Tubes Limited,None,Basic Materials,Steel,RATNAMANI,33.887516,98828156928
Dhani Services Limited,Mid,Financial Services,Capital Markets,DHANI,0,0
Symphony Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",SYMPHONY,53.38553,71938785280
Housing & Urban Development Corporation Limited,None,Financial Services,Credit Services,HUDCO,4.3820224,74170392576
KIOCL Limited,None,Basic Materials,Steel,KIOCL,31.700428,139813109760
NBCC (India) Limited,None,Industrials,Engineering & Construction,NBCC,27.400766,77040001024
Narayana Hrudayalaya Ltd.,None,Healthcare,Medical Care Facilities,NH,47.084675,134663675904
Eris Lifesciences Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,ERIS,24.57477,94267457536
Can Fin Homes Limited,None,Financial Services,Mortgage Finance,CANFINHOME,18.234959,85151981568
ROUTE MOBILE LIMITED,None,Communication Services,Telecom Services,ROUTE,64.47363,102214705152
Welspun India Limited,None,Consumer Cyclical,Textile Manufacturing,WELSPUNIND,16.265144,116739055616
JM Financial Limited,None,Financial Services,Capital Markets,JMFINANCIL,9.091499,66735443968
Dilip Buildcon Limited,None,Industrials,Engineering & Construction,DBL,0,0
Happiest Minds Technologies Limited,None,Technology,Information Technology Services,HAPPSTMNDS,97.51847,156982935552
Firstsource Solutions Limited,None,Technology,Information Technology Services,FSL,22.07025,93071425536
Finolex Industries Limited,None,Industrials,Building Products & Equipment,FINPIPE,11.241311,105356992512
Poly Medicure Limited,None,Healthcare,Medical Instruments & Supplies,POLYMED,45.926086,71013965824
CESC Limited,None,Utilities,Utilities—Independent Power Producers,CESC,7.9345703,107702566912
DCM Shriram Limited,None,Basic Materials,Specialty Chemicals,DCMSHRIRAM,21.166527,169688285184
Bombay Burmah Trading Corporation Limited,None,Industrials,Conglomerates,BBTC,17.832405,71491780608
Sterlite Technologies Limited,None,Technology,Communication Equipment,STLTECH,18.854282,80848240640
Strides Pharma Science Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,STAR,0,0
IDFC Limited,None,Financial Services,Asset Management,IDFC,0,0
Asahi India Glass Limited,None,Consumer Cyclical,Auto Parts,ASAHIINDIA,46.38714,127510847488
AstraZeneca Pharma India Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,ASTRAZEN,80.03798,68644237312
Granules India Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,GRANULES,16.202639,76782657536
Radico Khaitan Limited,None,Consumer Defensive,Beverages—Wineries & Distilleries,RADICO,44.5165,129844240384
Vardhman Textiles Limited,None,Consumer Cyclical,Textile Manufacturing,VTL,12.296512,150729228288
EPL Limited,None,Consumer Cyclical,Packaging & Containers,EPL,22.372475,52782047232
PVR Limited,None,Communication Services,Entertainment,PVR,0,0
Redington (India) Limited,None,Technology,Information Technology Services,REDINGTON,12.782805,132446789632
UTI Asset Management Company Limited,None,Financial Services,Asset Management,UTIAMC,17.179384,107969150976
K.P.R. Mill Limited,None,Consumer Cyclical,Apparel Manufacturing,KPRMILL,30.53906,229997412352
Birla Corporation Limited,None,Basic Materials,Building Materials,BIRLACORPN,14.172686,88760786944
Lakshmi Machine Works Limited,None,Industrials,Specialty Industrial Machinery,LAXMIMACH,124.186676,115814400000
Johnson Controls - Hitachi Air Conditioning India Limited,None,Technology,Consumer Electronics,JCHAC,92.92175,51208290304
Trident Limited,None,Consumer Cyclical,Textile Manufacturing,TRIDENT,45.84323,295056080896
Cyient Limited,None,Industrials,Conglomerates,CYIENT,22.47191,97930412032
Century Plyboards (India) Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",CENTURYPLY,46.89412,132837236736
BIRLASOFT LIMITED,None,Technology,Information Technology Services,BSOFT,31.18644,125624442880
Kalyan Jewellers India Limited,None,Consumer Cyclical,Luxury Goods,KALYANKJIL,32.559917,65768689664
Fine Organic Industries Limited,None,Basic Materials,Specialty Chemicals,FINEORG,82.15559,120161132544
NLC India Limited,None,Utilities,Utilities—Regulated Electric,NLCINDIA,6.3523026,92558221312
Aster DM Healthcare Limited,None,Healthcare,Medical Care Facilities,ASTERDM,26.556698,92910288896
Equitas Small Finance Bank Limited,None,Financial Services,Banks—Regional,EQUITASBNK,22.979166,63359631360
Central Depository Services (India) Limited,None,Financial Services,Capital Markets,CDSL,61.30128,156446949376
Mangalore Refinery and Petrochemicals Limited,None,Energy,Oil & Gas Refining & Marketing,MRPL,0,0
Capri Global Capital Limited,None,Financial Services,Credit Services,CGCL,60.41856,104792743936
PNC Infratech Limited,None,Industrials,Engineering & Construction,PNCINFRA,12.016881,69393801216
Orient Electric Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",ORIENTELEC,45.630066,70465658880
Prism Johnson Limited,None,Basic Materials,Building Materials,PRSMJOHNSN,22.707306,62441807872
Aarti Drugs Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,AARTIDRUGS,22.279472,46859243520
Teamlease Services Limited,None,Industrials,Staffing & Employment Services,TEAMLEASE,364.2939,70609780736
MMTC Limited,None,Industrials,Conglomerates,MMTC,0,0
Gujarat Fluorochemicals Limited,None,Basic Materials,Chemicals,FLUOROCHEM,0,0
Infibeam Avenues Limited,None,Technology,Software—Infrastructure,INFIBEAM,68.63857,56411889664
PNB Housing Finance Limited,None,Financial Services,Mortgage Finance,PNBHOUSING,8.314385,69659738112
CEAT Limited,None,Consumer Cyclical,Auto Parts,CEATLTD,12.071052,42359341056
GMM Pfaudler Limited,None,Industrials,Specialty Industrial Machinery,GMMPFAUDLR,104.91966,67679023104
Sundaram Clayton Limited,Small,Consumer Cyclical,Auto Parts,SUNCLAYLTD,16.118355,83791380480
Zensar Technologies Limited,None,Technology,Information Technology Services,ZENSARTECH,20.464077,86072795136
Mahindra CIE Automotive Limited,None,Consumer Cyclical,Auto Parts,MAHINDCIE,18.199875,76433014784
Bharat Dynamics Limited,None,Industrials,Aerospace & Defense,BDL,25.993816,86288687104
Rail Vikas Nigam Limited,None,Industrials,Engineering & Construction,RVNL,6.4686966,71307689984
Elgi Equipments Limited,None,Industrials,Specialty Industrial Machinery,ELGIEQUIP,83.44874,118173794304
KNR Constructions Limited,None,Industrials,Engineering & Construction,KNRCON,22.05265,87227375616
Sequent Scientific Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,SEQUENT,55.717762,39850582016
Vakrangee Limited,None,Technology,Information Technology Services,VAKRANGEE,44.749695,38827376640
Edelweiss Financial Services Limited,None,Financial Services,Capital Markets,EDELWEISS,9.076118,60496273408
Brigade Enterprises Limited,None,Real Estate,Real Estate—Development,BRIGADE,0,0
Finolex Cables Limited,None,Industrials,Electrical Equipment & Parts,FINCABLES,13.672882,74703060992
EIH Limited,None,Consumer Cyclical,Lodging,EIHOTEL,0,0
ABB Power Products and Systems India Limited,None,Technology,Electronic Components,POWERINDIA,81.626366,118458974208
RITES Limited,None,Industrials,Engineering & Construction,RITES,12.993924,62236737536
SIS LIMITED,None,Industrials,Security & Protection Services,SIS,23.154198,75507630080
Tata Steel Bsl Limited,None,Basic Materials,Steel,TATASTLBSL,6.467079,93872398336
Balaji Amines Limited,None,Basic Materials,Specialty Chemicals,BALAMINES,29.621782,97774747648
HEG Limited,None,Industrials,Electrical Equipment & Parts,HEG,31.696238,54263341056
Avanti Feeds Limited,None,Consumer Defensive,Packaged Foods,AVANTIFEED,30.894125,74662805504
EID Parry India Limited,None,Consumer Defensive,Confectioners,EIDPARRY,16.008953,76134506496
Kalpataru Power Transmission Limited,None,Industrials,Engineering & Construction,KALPATPOWR,9.008343,58121908224
V-Mart Retail Limited,None,Consumer Cyclical,Department Stores,VMART,1950.1915,70597771264
Rossari Biotech Limited,None,Basic Materials,Specialty Chemicals,ROSSARI,60.13735,58640347136
Sonata Software Limited,None,Technology,Information Technology Services,SONATSOFTW,25.859507,82439725056
Just Dial Limited,None,Communication Services,Internet Content & Information,JUSTDIAL,48.825962,70039453696
HeidelbergCement India Limited,None,Basic Materials,Building Materials,HEIDELBERG,13.964917,46365020160
Garware Technical Fibres Limited,None,Consumer Cyclical,Textile Manufacturing,GARFIBRES,35.30717,61179355136
Ujjivan Small Finance Bank Limited,None,Financial Services,Banks—Regional,UJJIVANSFB,0,0
Tata Investment Corporation Limited,Small,Financial Services,Capital Markets,TATAINVEST,39.191486,72300683264
VST Industries Limited,Small,Consumer Defensive,Tobacco,VSTIND,15.898818,47710130176
BEML Limited,None,Industrials,Specialty Industrial Machinery,BEML,72.018555,73710764032
Century Textiles & Industries Limited,None,Basic Materials,Paper & Paper Products,CENTURYTEX,102.12212,92099796992
The India Cements Limited,None,Basic Materials,Building Materials,INDIACEM,33.394245,65124851712
Shipping Corporation Of India Limited,None,Industrials,Marine Shipping,SCI,9.042994,56062439424
JK Lakshmi Cement Limited,None,Basic Materials,Building Materials,JKLAKSHMI,11.692841,56422764544
Cera Sanitaryware Limited,None,Industrials,Building Products & Equipment,CERA,43.800842,57356017664
Jyothy Labs Limited,None,Consumer Defensive,Household & Personal Products,JYOTHYLAB,29.7236,50582933504
VIP Industries Limited,None,Consumer Cyclical,Footwear & Accessories,VIPIND,881.54266,90545922048
Solara Active Pharma Sciences Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,SOLARA,11.9346485,23514273792
TV18 Broadcast Limited,None,Communication Services,Broadcasting,TV18BRDCST,19.520266,121376694272
Cochin Shipyard Limited,None,Industrials,Aerospace & Defense,COCHINSHIP,6.725587,41691602944
Burger King India Limited,None,Consumer Cyclical,Restaurants,BURGERKING,0,0
Varroc Engineering Limited,None,Consumer Cyclical,Auto Parts,VARROC,0,0
Rallis India Limited,None,Basic Materials,Agricultural Inputs,RALLIS,25.7775,48043720704
Anupam Rasayan India Limited,None,Basic Materials,Specialty Chemicals,ANURAS,70.72168,93227008000
KPIT Technologies Limited,None,Technology,Information Technology Services,KPITTECH,65.707214,163650256896
FDC Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,FDC,20.668365,51993481216
NCC Limited,None,Industrials,Engineering & Construction,NCC,11.562876,41103687680
Rain Industries Limited,None,Basic Materials,Chemicals,RAIN,7.995761,78798561280
Thyrocare Technologies Limited,None,Healthcare,Diagnostics & Research,THYROCARE,24.245682,46549614592
Godfrey Phillips India Limited,None,Consumer Defensive,Tobacco,GODFRYPHLP,13.060054,56141148160
KEI Industries Limited,None,Industrials,Electrical Equipment & Parts,KEI,26.145273,91344510976
Gujarat Pipavav Port Limited,None,Industrials,Marine Shipping,GPPL,23.8946,44935745536
Gujarat Narmada Valley Fertilizers and Chemicals Limited,None,Basic Materials,Chemicals,GNFC,6.3783712,87889453056
MAS Financial Services Limited,Small,Financial Services,Credit Services,MASFIN,22.26199,33999763456
Laxmi Organic Industries Limited,None,Basic Materials,Specialty Chemicals,LXCHEM,49.321045,117791449088
The Great Eastern Shipping Company Limited,None,Industrials,Marine Shipping,GESHIP,9.349069,45228609536
Prince Pipes And Fittings Limited,None,Basic Materials,Specialty Chemicals,PRINCEPIPE,28.749681,74512588800
Wockhardt Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,WOCKPHARMA,0,0
Hathway Cable & Datacom Limited,None,Communication Services,Entertainment,HATHWAY,20.64549,35667513344
Balrampur Chini Mills Limited,None,Consumer Defensive,Confectioners,BALRAMCHIN,18.997099,85685911552
IFB Industries Limited,None,Technology,Consumer Electronics,IFBIND,0,0
Nazara Technologies Limited,None,Communication Services,Electronic Gaming & Multimedia,NAZARA,228.25102,65747435520
Responsive Industries Limited,None,Basic Materials,Specialty Chemicals,RESPONIND,271.84988,54129954816
Karur Vysya Bank Limited,None,Financial Services,Banks—Regional,KARURVYSYA,7.4819326,42275958784
Lux Industries Limited,None,Consumer Cyclical,Apparel Manufacturing,LUXIND,23.405518,83627892736
Engineers India Limited,None,Industrials,Engineering & Construction,ENGINERSIN,44.795162,37488197632
Delta Corp Limited,None,Consumer Cyclical,Resorts & Casinos,DELTACORP,98.02609,74392027136
Mazagon Dock Shipbuilders Limited,None,Industrials,Aerospace & Defense,MAZDOCK,7.5068088,53367177216
Rashtriya Chemicals and Fertilizers Limited,None,Don't Know,Don't Know,RCF,6.841171,42648944640
JSW Holdings Limited,None,Industrials,Conglomerates,JSWHL,31.088568,45770559488
Suzlon Energy Limited,None,Industrials,Specialty Industrial Machinery,SUZLON,0,0
KRBL Limited,None,Consumer Defensive,Packaged Foods,KRBL,9.648024,47101542400
Mahindra Logistics Limited,None,Industrials,Integrated Freight & Logistics,MAHLOG,85.93086,31979270144
Ircon International Limited,None,Industrials,Engineering & Construction,IRCON,8.344575,40724340736
Sterling And Wilson Solar Limited,None,Technology,Solar,SWSOLAR,0,0
Sobha Limited,None,Real Estate,Real Estate—Development,SOBHA,71.15069,78058176512
Jubilant Ingrevia Limited,None,Healthcare,Biotechnology,JUBLINGREA,25.841154,85509996544
Sunteck Realty Limited,None,Real Estate,Real Estate—Development,SUNTECK,163.72342,67607654400
Maharashtra Scooters Limited,Small,Consumer Cyclical,Auto Parts,MAHSCOOTER,29.40616,42408579072
Railtel Corporation Of India Limited,None,Communication Services,Telecom Services,RAILTEL,18.428795,34195978240
CSB Bank Limited,None,Financial Services,Banks—Regional,CSBBANK,11.400758,42261192704
Bharat Rasayan Limited,None,Basic Materials,Agricultural Inputs,BHARATRAS,33.20369,52260618240
Star Cement Limited,None,Basic Materials,Building Materials,STARCEMENT,15.682968,37588738048
Supreme Petrochem Limited,None,Basic Materials,Chemicals,SUPPETRO,9.497887,63402860544
Home First Finance Company India Limited,None,Financial Services,Mortgage Finance,HOMEFIRST,41.338,64168706048
Hemisphere Properties India Limited,None,Real Estate,Real Estate—Diversified,HEMIPROP,0,0
Spandana Sphoorty Financial Limited,None,Financial Services,Credit Services,SPANDANA,174.90582,26912966656
AGC Networks Limited,None,Technology,Software—Application,AGCNET,0,0
IndoStar Capital Finance Limited,Small,Financial Services,Credit Services,INDOSTAR,0,0
Advanced Enzyme Technologies Limited,None,Basic Materials,Specialty Chemicals,ADVENZYMES,27.356577,34652721152
Suprajit Engineering Limited,None,Consumer Cyclical,Auto Parts,SUPRAJIT,26.32343,47687471104
eClerx Services Limited,None,Technology,Information Technology Services,ECLERX,20.30613,79198216192
Bajaj Consumer Care Limited,None,Consumer Defensive,Household & Personal Products,BAJAJCON,13.152948,24779341824
IRB Infrastructure Developers Limited,None,Industrials,Infrastructure Operations,IRB,33.58877,165438423040
Network18 Media & Investments Limited,None,Communication Services,Broadcasting,NETWORK18,51.42691,92445687808
Fertilizers and Chemicals Travancore Limited,None,Basic Materials,Agricultural Inputs,FACT,29.617605,80132718592
Sun Pharma Advanced Research Company Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,SPARC,0,0
Nesco Limited,None,Industrials,Conglomerates,NESCO,22.679419,39767625728
Indiabulls Real Estate Limited,None,Real Estate,Real Estate—Development,IBREALEST,336.6925,59503579136
Tasty Bite Eatables Limited,None,Consumer Defensive,Packaged Foods,TASTYBITE,167.97327,32767819776
TCI Express Limited,None,Industrials,Integrated Freight & Logistics,TCIEXP,51.499645,69724094464
Gulf Oil Lubricants India Limited,Small,Basic Materials,Specialty Chemicals,GULFOILLUB,12.574466,26078480384
Welspun Corp Limited,None,Basic Materials,Steel,WELCORP,9.266464,42969473024
Hinduja Global Solutions Limited,None,Industrials,Specialty Business Services,HGS,10.1152725,55417303040
Sudarshan Chemical Industries Limited,None,Basic Materials,Specialty Chemicals,SUDARSCHEM,28.753819,39757180928
MOIL Limited,None,Basic Materials,Other Industrial Metals & Mining,MOIL,11.74235,42637950976
Praj Industries Limited,None,Industrials,Engineering & Construction,PRAJIND,46.95021,67729825792
Tata Steel Long Products Limited,None,Basic Materials,Steel,TATASTLLP,3.580879,32630177792
Techno Electric & Engineering Company Limited,Small,Industrials,Engineering & Construction,TECHNOE,15.566856,27609999360
Paisalo Digital Limited,Small,Financial Services,Credit Services,PAISALO,49.178722,30774054912
Privi Speciality Chemicals Limited,Small,Basic Materials,Specialty Chemicals,PRIVISCL,62.020565,75165245440
Mishra Dhatu Nigam Limited,None,Basic Materials,Steel,MIDHANI,17.989391,33674364928
Swan Energy Limited,Small,Consumer Cyclical,Textile Manufacturing,SWANENERGY,0,0
India Tourism Development Corporation Limited,Small,Consumer Cyclical,Lodging,ITDC,0,0
Jindal Stainless Limited,None,Basic Materials,Steel,JSL,8.661758,100854595584
Triveni Turbine Limited,None,Industrials,Specialty Industrial Machinery,TRITURBINE,24.852488,62640340992
Phillips Carbon Black Limited,None,Basic Materials,Specialty Chemicals,PHILIPCARB,8.879345,42988183552
Jindal Poly Films Limited,Small,Basic Materials,Specialty Chemicals,JINDALPOLY,5.270632,47876001792
Gujarat State Fertilizers & Chemicals Limited,None,Basic Materials,Agricultural Inputs,GSFC,8.81457,54237618176
Kaveri Seed Company Limited,None,Consumer Defensive,Farm Products,KSCL,14.861665,30445107200
IOL Chemicals and Pharmaceuticals Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,IOLCP,7.9977574,23027232768
HFCL Limited,None,Technology,Communication Equipment,HFCL,30.575676,110401708032
Dhanuka Agritech Limited,None,Basic Materials,Agricultural Inputs,DHANUKA,17.10269,34225733632
INOX Leisure Limited,None,Communication Services,Entertainment,INOXLEISUR,0,0
BOROSIL RENEWABLES LIMITED,Small,Consumer Cyclical,Packaging & Containers,BORORENEW,52.082108,80969613312
DCB Bank Limited,None,Financial Services,Banks—Regional,DCBBANK,9.534777,25723478016
ICRA Limited,Small,Financial Services,Financial Data & Stock Exchanges,ICRA,38.133614,36121657344
Mtar Technologies Limited,Small,Industrials,Metal Fabrication,MTARTECH,105.48186,60904009728
Ksb Limited,None,Industrials,Specialty Industrial Machinery,KSB,26.785408,38230073344
TCNS Clothing Co. Limited,None,Consumer Cyclical,Apparel Manufacturing,TCNSBRANDS,0,0
CCL Products (India) Limited,None,Consumer Defensive,Packaged Foods,CCL,32.53511,61631868928
Mastek Limited,None,Technology,Information Technology Services,MASTEK,26.463173,78622687232
Caplin Point Laboratories Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,CAPLIPOINT,21.770964,59705888768
Allcargo Logistics Limited,Small,Industrials,Integrated Freight & Logistics,ALLCARGO,21.33044,88118870016
Chalet Hotels Limited,None,Consumer Cyclical,Lodging,CHALET,0,0
Craftsman Automation Limited,Small,Consumer Cyclical,Auto Parts,CRAFTSMAN,25.176704,42469806080
Equitas Holdings Limited,None,Financial Services,Credit Services,EQUITAS,9.899372,39357177856
GE T&D India Limited,Small,Industrials,Specialty Industrial Machinery,GET&D,0,0
Magma Fincorp Limited,None,Don't Know,Don't Know,MAGMA,0,0
Meghmani Organics Limited,None,Basic Materials,Agricultural Chemicals,MEGH,15.632029,35285704704
Greaves Cotton Limited,None,Industrials,Specialty Industrial Machinery,GREAVESCOT,0,0
Jindal Stainless (Hisar) Limited,None,Basic Materials,Steel,JSLHISAR,6.1600986,90834976768
Gujarat Ambuja Exports Limited,None,Consumer Defensive,Packaged Foods,GAEL,9.891271,44020854784
Lemon Tree Hotels Limited,None,Consumer Cyclical,Lodging,LEMONTREE,0,0
Mahindra Lifespace Developers Limited,Small,Real Estate,Real Estate—Development,MAHLIFE,0,0
Nilkamal Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NILKAMAL,27.892744,34263875584
Suryoday Small Finance Bank Limited,Small,Financial Services,Banks—Regional,SURYODAY,0,0
NOCIL Limited,None,Basic Materials,Chemicals,NOCIL,26.993904,36858761216
Ashoka Buildcon Limited,None,Industrials,Engineering & Construction,ASHOKA,6.8219275,26724829184
Mahindra Holidays & Resorts India Limited,None,Consumer Cyclical,Resorts & Casinos,MHRIL,150.1787,41954029568
Saregama India Limited,Small,Communication Services,Entertainment,SAREGAMA,58.302395,83871916032
Tata Teleservices (Maharashtra) Limited,None,Communication Services,Telecom Services,TTML,0,0
Esab India Limited,Small,Industrials,Tools & Accessories,ESABINDIA,59.519604,46686969856
UFLEX Limited,None,Consumer Cyclical,Packaging & Containers,UFLEX,4.7812495,41107771392
Shilpa Medicare Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,SHILPAMED,103.099266,41322962944
Orient Refractories Limited,None,Don't Know,Don't Know,ORIENTREF,0,0
Polyplex Corporation Limited,None,Basic Materials,Specialty Chemicals,POLYPLEX,13.59115,63095787520
Jamna Auto Industries Limited,None,Consumer Cyclical,Auto Parts,JAMNAAUTO,34.293194,41879441408
JK Tyre & Industries Limited,None,Consumer Cyclical,Auto Parts,JKTYRE,5.657242,29757016064
Neuland Laboratories Limited,Small,Healthcare,Drug Manufacturers—Specialty & Generic,NEULANDLAB,20.579927,15074328576
National Fertilizers Limited,None,Basic Materials,Agricultural Inputs,NFL,0,0
Indoco Remedies Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,INDOCO,26.049099,34360451072
Alembic Limited,None,Healthcare,Drug Manufacturers—Specialty & Generic,ALEMBICLTD,7.4555883,24355772416
Indo Count Industries Limited,None,Consumer Cyclical,Textile Manufacturing,ICIL,11.460781,40437391360
Sharda Cropchem Limited,None,Basic Materials,Agricultural Inputs,SHARDACROP,0,0
Tata Metaliks Limited,Small,Basic Materials,Steel,TATAMETALI,8.514306,25503567872
BSE Limited,None,Financial Services,Financial Data & Stock Exchanges,BSE,59.540577,101998043136
Ujjivan Financial Services Limited,None,Financial Services,Credit Services,UJJIVAN,0,0
JK Paper Limited,None,Basic Materials,Paper & Paper Products,JKPAPER,8.807457,38496604160
Godawari Power And Ispat limited,Small,Basic Materials,Steel,GPIL,3.6011095,44580933632
Gujarat Alkalies and Chemicals Limited,None,Basic Materials,Chemicals,GUJALKALI,25.877708,53208702976
Heranba Industries Limited,Small,Basic Materials,Agricultural Inputs,HERANBA,14.330924,26217709568
La Opala RG Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",LAOPALA,48.97321,39980462080
Rupa & Company Limited,Small,Consumer Cyclical,Apparel Manufacturing,RUPA,20.265787,38417440768
Raymond Limited,Small,Consumer Cyclical,Textile Manufacturing,RAYMOND,0,0
Minda Corporation Limited,None,Consumer Cyclical,Auto Parts,MINDACORP,42.753307,46405238784
Healthcare Global Enterprises Limited,Small,Healthcare,Medical Care Facilities,HCG,0,0
Angel Broking Limited,None,Financial Services,Capital Markets,ANGELBRKG,0,0
Jindal Saw Limited,None,Basic Materials,Steel,JINDALSAW,5.897952,30936197120
Kirloskar Oil Engines Limited,Small,Industrials,Specialty Industrial Machinery,KIRLOSENG,9.496856,20744878080
Shoppers Stop Limited,Small,Consumer Cyclical,Department Stores,SHOPERSTOP,0,0
Den Networks Limited,Small,Communication Services,Entertainment,DEN,11.614583,21284190208
Deepak Fertilizers and Petrochemicals Corporation Limited,Small,Basic Materials,Chemicals,DEEPAKFERT,15.395588,70938828800
Bhansali Engineering Polymers Limited,Small,Basic Materials,Chemicals,BEPL,4.443892,22239698944
Future Retail Limited,None,Consumer Cyclical,Department Stores,FRETAIL,0,0
PTC India Limited,Small,Utilities,Utilities—Independent Power Producers,PTC,5.6362724,26640719872
HIL Limited,Small,Industrials,Building Products & Equipment,HIL,12.77711,30604867584
IFCI Limited,Small,Financial Services,Credit Services,IFCI,0,0
Religare Enterprises Limited,Small,Financial Services,Capital Markets,RELIGARE,0,0
Greenlam Industries Limited,None,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GREENLAM,8.348254,8470678528
Schneider Electric Infrastructure Limited,None,Industrials,Specialty Industrial Machinery,SCHNEIDER,0,0
Easy Trip Planners Limited,Small,Consumer Cyclical,Travel Services,EASEMYTRIP,67.0164,63497572352
Tata Coffee Limited,None,Consumer Defensive,Packaged Foods,TATACOFFEE,28.999321,39782010880
Jaiprakash Power Ventures Limited,Small,Utilities,Utilities—Independent Power Producers,JPPOWER,22.467531,59282427904
Ramco Industries Limited,Small,Industrials,Building Products & Equipment,RAMCOIND,5.577894,20677816320
Gateway Distriparks Limited,None,Industrials,Integrated Freight & Logistics,GDL,21.259666,35690610688
Balmer Lawrie & Company Limited,Small,Industrials,Conglomerates,BALMLAWRIE,13.337289,21144645632
Matrimony.Com Limited,Small,Communication Services,Internet Content & Information,MATRIMONY,34.832706,18026045440
Venky's (India) Limited,None,Consumer Defensive,Farm Products,VENKEYS,11.564511,31573135360
Unichem Laboratories Limited,Small,Healthcare,Drug Manufacturers—Specialty & Generic,UNICHEMLAB,0,0
GHCL Limited,None,Basic Materials,Chemicals,GHCL,9.191574,40524091392
Ingersoll Rand (India) Limited,None,Industrials,Specialty Industrial Machinery,INGERRAND,45.00466,44380303360
Suvidhaa Infoserve Limited,None,Technology,Information Technology Services,SUVIDHAA,0,0
Garden Reach Shipbuilders & Engineers Limited,Small,Industrials,Aerospace & Defense,GRSE,13.73136,26853122048
Huhtamaki India Limited,Small,Consumer Cyclical,Packaging & Containers,HUHTAMAKI,0,0
Repco Home Finance Limited,Small,Financial Services,Mortgage Finance,REPCOHOME,5.638248,14977199104
Mstc Limited,Small,Industrials,Conglomerates,MSTCLTD,16.700554,24865280000
VRL Logistics Limited,Small,Industrials,Trucking,VRLLOG,35.70475,42541813760
Greenply Industries Limited,Small,Basic Materials,Lumber & Wood Production,GREENPLY,27.429039,24677775360
Jtekt India Limited,Small,Consumer Cyclical,Auto Parts,JTEKTINDIA,42.058388,20780800000
Marksans Pharma Limited,Small,Healthcare,Drug Manufacturers—General,MARKSANS,8.806489,21775503360
Triveni Engineering & Industries Limited,Small,Consumer Defensive,Confectioners,TRIVENI,18.432428,67002400768
Agro Tech Foods Limited,Small,Consumer Defensive,Packaged Foods,ATFL,95.91503,22172407808
Subros Limited,Small,Consumer Cyclical,Auto Parts,SUBROS,35.971184,22313904128
Neogen Chemicals Limited,Small,Basic Materials,Specialty Chemicals,NEOGEN,94.7203,34453536768
Ahluwalia Contracts (India) Limited,None,Industrials,Engineering & Construction,AHLUCONT,21.576958,26556022784
Orient Cement Limited,Small,Basic Materials,Building Materials,ORIENTCEM,11.520596,34572066816
Subex Limited,Small,Technology,Software—Application,SUBEXLTD,57.011795,23791237120
JBM Auto Limited,Small,Consumer Cyclical,Auto Parts,JBMA,69.12724,63838121984
Bannari Amman Sugars Limited,None,Consumer Defensive,Confectioners,BANARISUG,41.020893,32933310464
Newgen Software Technologies Limited,Small,Technology,Software—Application,NEWGEN,26.662066,39243497472
Mrs. Bectors Food Specialities Limited,Small,Consumer Defensive,Packaged Foods,BECTORFOOD,31.393671,20497369088
Transport Corporation of India Limited,Small,Industrials,Integrated Freight & Logistics,TCI,21.624273,49408937984
Oriental Aromatics Limited,Small,Basic Materials,Specialty Chemicals,OAL,22.752598,21465915392
Astec LifeSciences Limited,Small,Basic Materials,Agricultural Inputs,ASTEC,60.286846,31993247744
Greenpanel Industries Limited,Small,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GREENPANEL,31.427616,57634689024
Somany Home Innovation Limited,Small,Consumer Cyclical,"Furnishings, Fixtures & Appliances",SHIL,15.800053,29840166912
NIIT Limited,Small,Consumer Defensive,Education & Training Services,NIITLTD,32.523914,59077718016
Eveready Industries India Limited,Small,Industrials,Electrical Equipment & Parts,EVEREADY,0,0
Vesuvius India Limited,Small,Industrials,Specialty Industrial Machinery,VESUVIUS,30.55088,21735094272
Shree Renuka Sugars Limited,Small,Consumer Defensive,Confectioners,RENUKA,0,0
H.G. Infra Engineering Limited,Small,Industrials,Engineering & Construction,HGINFRA,11.46594,40621146112
GE Power India Limited,Small,Industrials,Engineering & Construction,GEPIL,0,0
Borosil Limited,Small,Consumer Cyclical,"Furnishings, Fixtures & Appliances",BOROLTD,65.68821,41971953664
Kirloskar Brothers Limited,Small,Industrials,Specialty Industrial Machinery,KIRLOSBROS,15.138844,26018324480
